Pedido;Cliente;Produto;Valor Venda;Quantidade Vendida;Custo Envio;Data Pedido
ES-2014-3936194;ED-13885;TEC-AC-10003080;517,95;5;79,19;06/06/2014
IN-2012-40057;TM-21490;FUR-BO-10001393;474,8301;3;79,19;04/05/2014
MX-2012-100293;AS-10285;TEC-AC-10000957;551,36;8;79,19;02/11/2012
CA-2011-158372;RD-19900;TEC-PH-10002103;601,536;8;79,15;20/03/2013
ES-2012-5327902;CT-11995;OFF-ST-10004191;612,45;3;79,13;02/02/2013
MX-2013-156818;JF-15295;TEC-AC-10004743;825,1;5;79,12;17/08/2012
IN-2014-54197;DB-13405;FUR-BO-10001874;743,25;5;79,1;11/06/2013
CA-2013-146913;SF-20965;FUR-CH-10001854;1403,92;5;79,1;02/09/2013
US-2013-128720;DL-13330;TEC-PH-10003361;163,908;3;79,08;19/11/2012
IN-2013-67196;ME-18010;FUR-CH-10002749;344,34;6;79,07;26/10/2012
CA-2014-162012;KB-16240;TEC-AC-10003832;1287,45;5;79,02;10/10/2011
IN-2014-46665;KB-16585;OFF-AP-10001815;1419,363;3;79,01;18/07/2013
US-2014-167941;JH-15820;FUR-BO-10002766;825,36;5;78,95;10/06/2014
MX-2012-130848;PS-18970;TEC-PH-10003457;1305,36;3;78,94;27/10/2011
ES-2014-1274177;RP-19270;FUR-BO-10002781;1167,48;6;78,94;11/08/2014
ES-2014-4554406;IM-15070;TEC-MA-10000002;1190,49;7;78,93;02/06/2012
IN-2014-18049;DK-13225;TEC-CO-10001407;264,222;2;78,93;23/09/2014
IN-2012-25371;HH-15010;TEC-AC-10002533;687,6;6;78,93;24/08/2012
MX-2013-141537;PA-19060;FUR-TA-10002966;266,94;3;78,92;22/06/2012
IN-2012-49801;JS-16030;FUR-CH-10003760;403,83;7;78,91;04/10/2012
IT-2014-3902227;PR-18880;FUR-CH-10004606;822,906;7;78,89;22/11/2013
IN-2012-10902;NL-18310;FUR-BO-10002285;754,05;5;78,89;20/12/2013
ES-2014-2799179;HG-14965;TEC-PH-10001557;444,204;4;78,88;30/10/2014
ES-2014-1080192;MR-17545;FUR-BO-10002632;668,925;5;78,88;04/11/2014
ES-2014-5066730;AS-10225;TEC-PH-10001732;916,272;6;78,86;07/11/2012
ES-2014-5916334;KH-16510;OFF-ST-10000710;293,58;6;78,84;19/09/2011
IN-2012-63143;JK-15625;FUR-CH-10001313;249,84;3;78,83;18/06/2013
HR-2013-1490;KM-6225;TEC-KON-10000562;861,9;10;78,83;16/03/2012
MX-2012-110247;DB-13405;OFF-AP-10001931;322;5;78,83;02/02/2011
ES-2014-2323716;SE-20110;FUR-FU-10004516;990,36;9;78,82;17/11/2014
EG-2012-3730;RA-9285;TEC-OKI-10003124;314,1;1;78,82;09/06/2012
ES-2014-2964353;AH-10210;OFF-AP-10004512;511,623;1;78,8;02/07/2014
IN-2012-43074;EH-14185;TEC-CO-10000560;1189,728;9;78,77;28/10/2014
SF-2013-3370;AH-120;OFF-HOO-10004910;1048,8;2;78,77;08/03/2013
MX-2011-147347;PG-18820;FUR-BO-10004725;1238,688;6;78,76;05/07/2014
MX-2012-143112;MG-18205;TEC-PH-10004404;439,74;9;78,76;09/06/2011
ES-2014-5400129;MH-17620;TEC-AC-10004808;732,06;3;78,76;18/12/2013
CA-2014-117212;BT-11530;TEC-PH-10004447;889,536;8;78,76;11/07/2013
IN-2012-57298;PC-18745;TEC-CO-10004267;883,8;6;78,75;02/07/2013
IN-2011-19729;PP-18955;TEC-CO-10002526;1422,24;4;78,75;26/07/2014
ES-2014-1311038;AS-10045;TEC-AC-10004144;388,92;7;78,74;19/06/2014
AG-2011-7710;BM-1785;FUR-SAU-10002255;874,68;2;78,7;25/03/2013
IN-2011-30306;SC-20680;FUR-TA-10001786;1330,29;3;78,66;11/12/2014
MX-2013-150819;MP-17965;FUR-CH-10003107;463,84;5;78,65;10/05/2011
IN-2013-40687;PL-18925;TEC-CO-10004897;1175,4;4;78,63;04/12/2013
IN-2013-41975;Dp-13240;TEC-MA-10003084;600,3;5;78,63;08/11/2014
SA-2014-3040;EM-4065;TEC-BRO-10003876;637,08;2;78,63;22/04/2011
MX-2013-127866;JK-15325;OFF-ST-10003459;1023,36;12;78,58;12/08/2014
MX-2014-143273;TB-21595;OFF-ST-10004646;1243,98;9;78,54;26/12/2012
MX-2013-110163;HH-15010;TEC-CO-10004570;716,40432;9;78,52;06/09/2013
CA-2012-104129;ES-14080;FUR-TA-10004152;493,92;7;78,5;17/06/2011
MX-2013-107398;MP-18175;TEC-AC-10003955;325,36;2;78,5;07/12/2012
MX-2011-125059;SW-20755;TEC-PH-10004235;910,6;10;78,5;01/04/2011
IN-2014-33869;LS-17230;TEC-CO-10003574;564,36;4;78,49;21/09/2013
IN-2014-63003;KF-16285;TEC-AC-10004848;793,584;8;78,48;16/05/2013
MX-2014-167801;SS-20410;TEC-PH-10000347;461,9;5;78,48;08/08/2014
MX-2014-143763;BH-11710;TEC-CO-10002657;866,0644;5;78,46;02/11/2012
MX-2013-107447;GT-14710;TEC-CO-10001933;396,72496;2;78,45;03/11/2014
ES-2014-1771479;LS-17245;TEC-CO-10001795;301,41;3;78,45;30/07/2014
IN-2011-64627;SC-20020;TEC-MA-10003801;803,25;5;78,45;27/12/2012
CA-2013-124352;CD-12790;OFF-AP-10002651;868,59;3;78,45;16/08/2013
ES-2014-3507375;LP-17095;OFF-PA-10004641;249,15;5;78,44;10/12/2014
ID-2011-20604;RF-19345;FUR-TA-10001494;986,202;3;78,44;26/06/2014
CA-2014-159226;RL-19615;FUR-BO-10004709;344,981;7;78,44;25/08/2014
MX-2011-100174;MB-18085;FUR-BO-10004452;662,448;3;78,42;30/12/2013
ES-2012-2376528;TH-21100;TEC-CO-10001795;703,29;7;78,38;17/05/2014
ES-2011-4688304;TB-21625;FUR-CH-10002830;380,457;3;78,32;08/11/2014
IN-2012-82351;KM-16375;OFF-ST-10002642;395,88;2;78,32;07/11/2012
CA-2012-147501;Co-12640;TEC-MA-10001972;558,4;2;78,31;19/09/2014
ID-2011-62142;JL-15175;FUR-CH-10002872;1015,9848;3;78,3;05/11/2012
IN-2013-58873;KH-16510;FUR-TA-10001237;2120,79;7;78,29;30/09/2014
IN-2012-17335;BF-11020;TEC-MA-10000606;1334,55;5;78,28;20/11/2012
MX-2011-157049;BD-11560;TEC-CO-10003964;631,91364;3;78,28;06/04/2011
IZ-2012-8280;JW-5220;FUR-CHR-10001570;870,24;1;78,27;02/07/2013
ES-2012-4435180;NP-18325;FUR-BO-10003968;1053,405;3;78,26;25/06/2011
IN-2014-23467;ML-17755;TEC-CO-10004263;288,54;2;78,26;13/01/2014
ES-2011-5707696;DL-13330;TEC-PH-10004271;692,85;5;78,24;26/08/2014
IT-2012-4596592;EM-13825;TEC-CO-10000013;637,08;2;78,18;24/12/2012
IT-2011-1044550;GZ-14470;FUR-BO-10004129;874,68;4;78,18;01/11/2013
IN-2013-38405;NM-18520;FUR-BO-10003783;1091,25;3;78,16;16/08/2013
ES-2011-5729876;SO-20335;OFF-AP-10003382;1119,36;2;78,15;16/06/2014
ES-2013-2700361;MP-17965;OFF-ST-10002900;710,964;4;78,15;28/11/2014
CA-2014-116127;SB-20185;FUR-BO-10002213;400,784;1;78,15;02/12/2014
MX-2012-126977;HF-14995;OFF-ST-10004976;423,24;3;78,15;21/08/2014
MX-2013-127124;JM-15580;FUR-CH-10000836;454,48;4;78,13;13/08/2013
IN-2012-47750;NG-18430;FUR-CH-10001397;248,28;4;78,13;09/10/2013
IT-2012-3796476;CC-12610;FUR-CH-10001237;435,294;3;78,08;11/03/2013
MX-2011-161963;RP-19855;OFF-AP-10000639;321,824;2;78,08;05/05/2013
MX-2011-147718;EB-13705;OFF-ST-10002371;660,8;7;78,06;30/08/2013
IN-2012-47813;ME-18010;FUR-CH-10002573;930;2;78,06;25/05/2012
ES-2011-3945713;DO-13645;TEC-AC-10001100;741,96;3;78,05;30/07/2011
IN-2013-37852;FH-14350;FUR-CH-10003581;1818,84;4;78,03;19/06/2014
ES-2011-2511634;EB-13705;TEC-PH-10000800;587,412;1;78;28/12/2013
ES-2014-1903302;DG-13300;TEC-AC-10003265;517,5;2;78;27/11/2013
CA-2012-114811;KD-16495;FUR-CH-10003746;577,764;2;78;14/10/2014
CA-2011-162992;BP-11095;TEC-PH-10001944;583,8;5;77,99;31/01/2013
IV-2014-6290;PN-8775;FUR-SAF-10000085;391,14;1;77,99;02/09/2013
CA-2012-157084;JG-15160;TEC-AC-10002049;1265,85;3;77,98;16/09/2014
MX-2012-147382;MH-17620;OFF-AP-10003625;818,08;4;77,98;02/10/2012
ES-2014-1080192;MR-17545;TEC-CO-10000082;1336,86;7;77,97;03/03/2011
CA-2014-100650;DK-13225;OFF-ST-10001780;1295,78;2;77,96;14/01/2012
ID-2011-85354;AH-10075;TEC-MA-10000742;745,416;4;77,95;30/10/2013
IT-2014-1066820;ND-18460;OFF-ST-10002555;595,17;3;77,94;03/09/2012
ES-2012-4435180;NP-18325;OFF-ST-10001758;761,832;4;77,94;07/05/2012
IN-2013-62093;BG-11035;FUR-CH-10000432;657,396;4;77,94;20/11/2014
ES-2013-3126391;LE-16810;FUR-BO-10003333;585,12;4;77,93;09/11/2012
CA-2012-134257;MS-17710;OFF-LA-10003930;491,55;5;77,93;23/10/2014
SA-2012-7870;NR-8550;TEC-SAN-10004424;512,7;2;77,92;01/11/2012
EG-2013-8830;EB-3705;FUR-BUS-10002989;825,36;2;77,92;11/01/2013
ES-2013-2374863;IM-15070;FUR-TA-10001664;872,67;1;77,89;18/12/2014
IN-2013-25763;TB-21055;FUR-BO-10001668;1373,52;8;77,88;19/09/2013
IT-2013-3224690;FW-14395;TEC-CO-10002157;955,17;3;77,87;25/12/2014
CA-2012-108665;KM-16225;OFF-ST-10001526;601,65;5;77,87;19/09/2013
CA-2013-136812;AW-10930;OFF-ST-10003470;1117,92;4;77,86;23/05/2011
MX-2013-148453;CR-12730;FUR-TA-10004832;982,912;2;77,86;16/12/2013
MX-2011-168312;BS-11590;FUR-BO-10002324;796,48;8;77,85;02/07/2013
UP-2011-1010;TC-10980;TEC-SHA-10002696;503,4;4;77,85;23/07/2013
IN-2011-31692;RF-19735;TEC-CO-10001204;455,1876;3;77,84;26/08/2011
IT-2013-2090004;BK-11260;TEC-PH-10000258;528,66;6;77,79;10/09/2012
ES-2011-2907593;TB-21595;OFF-ST-10000085;426,24;3;77,77;20/03/2014
US-2014-141985;CS-12490;FUR-FU-10002837;311,304;7;77,75;14/05/2013
IN-2014-58460;BT-11680;FUR-BO-10001598;1002,72;8;77,72;06/09/2014
CA-2011-168494;NP-18700;FUR-TA-10004619;764,688;6;77,72;01/03/2011
ES-2014-4000207;RP-19855;OFF-AR-10000475;227,34;5;77,7;08/12/2014
ES-2014-5617990;LW-16825;OFF-BI-10000341;258,9;5;77,68;10/12/2013
ID-2014-35836;MH-17620;TEC-MA-10003631;659,3625;5;77,66;20/04/2011
CA-2014-107517;FC-14335;OFF-AP-10000275;1640,7;5;77,66;10/12/2013
IT-2014-2902671;GA-14725;FUR-BO-10004914;516,132;4;77,65;06/03/2013
IN-2011-40568;RR-19525;OFF-AP-10001233;287,55;5;77,64;24/08/2011
US-2014-101539;VM-21685;TEC-PH-10004165;659,976;3;77,64;27/06/2012
IN-2011-50613;JK-15325;TEC-CO-10000560;1028,16;7;77,63;09/05/2011
ES-2013-1059602;BS-11755;OFF-AP-10001099;1533,33;3;77,62;27/03/2012
MX-2012-118185;RC-19960;FUR-CH-10003107;463,84;4;77,61;06/10/2014
IN-2014-41212;JG-15805;FUR-CH-10001684;523,41;5;77,5;11/09/2013
ES-2014-4387160;EB-14170;FUR-BO-10001831;388,08;2;77,46;18/06/2014
IN-2014-62849;GR-14560;TEC-PH-10001730;577,68;4;77,45;10/12/2013
US-2014-122322;PB-19150;FUR-CH-10000885;919,26;5;77,44;27/05/2014
IT-2013-5130870;JD-16060;TEC-MA-10000875;471,33;3;77,43;20/11/2014
US-2013-124618;KC-16255;FUR-CH-10003706;185,52;5;77,42;22/06/2011
IN-2012-46063;CY-12745;TEC-CO-10001654;759,66;2;77,36;19/04/2012
IN-2013-83688;HD-14785;TEC-MA-10002910;1236,96;4;77,35;26/10/2011
MX-2014-131814;DL-12865;TEC-CO-10003160;755,0946;5;77,33;01/12/2011
IN-2014-34317;AM-10705;FUR-BO-10001372;1186,65;3;77,32;05/11/2012
MX-2014-157336;NP-18685;TEC-MA-10003366;1010,16;9;77,31;09/07/2013
ES-2013-1682342;CM-11935;FUR-BO-10004080;551,61;5;77,3;24/02/2011
MX-2014-129294;RB-19330;TEC-AC-10004626;513,12;3;77,27;11/07/2013
ES-2013-3988133;JC-15385;TEC-AC-10001564;485,43;11;77,27;13/09/2013
US-2011-140914;BH-11710;FUR-CH-10003379;797,944;4;77,27;01/03/2012
MX-2014-152891;ES-14020;FUR-TA-10001602;537,28;2;77,26;08/05/2014
ES-2012-2224678;CM-12115;OFF-AP-10004869;667,68;8;77,25;11/05/2012
US-2012-110870;SC-20260;FUR-BO-10004407;633,92;7;77,25;03/09/2014
PL-2014-9180;TP-11130;OFF-FEL-10002867;414,72;2;77,24;10/04/2014
MX-2013-168340;MD-17350;FUR-CH-10000885;612,84;2;77,2;16/01/2012
IN-2012-63080;SV-20365;OFF-ST-10003150;1184,94;6;77,19;10/06/2013
CA-2013-116722;LP-17080;FUR-CH-10004997;451,152;3;77,15;13/10/2011
MX-2014-100090;EH-14185;OFF-ST-10004532;447,2;5;77,15;21/03/2011
IT-2014-1725451;JD-16060;OFF-ST-10003785;534,357;3;77,14;21/03/2011
IN-2014-41814;SD-20485;TEC-CO-10004170;358,41;1;77,14;28/07/2014
ID-2014-60665;LC-16960;TEC-MA-10002874;789,9525;9;77,14;09/09/2012
IN-2014-50977;LA-16780;TEC-CO-10000786;639,66;2;77,12;28/12/2011
CA-2014-112515;AS-10225;FUR-BO-10003404;1292,94;3;77,12;21/12/2011
CA-2012-155334;HA-14920;TEC-AC-10003628;209,93;7;77,11;01/08/2013
US-2014-133361;AJ-10780;FUR-CH-10003298;261,96;2;77,11;23/10/2012
ES-2011-5497239;PS-18970;FUR-BO-10003991;825,36;2;77,08;16/11/2012
ID-2012-40750;MP-17470;TEC-CO-10002578;1192,737;7;77,08;18/06/2014
GH-2012-2810;KN-6450;OFF-ROG-10003898;846,6;4;77,06;10/12/2013
ES-2014-4627826;MG-18145;FUR-BO-10003881;709,56;4;77,04;03/11/2014
MX-2014-137442;TB-21280;FUR-TA-10004937;928,256;2;77,03;01/08/2011
IT-2014-5113824;SF-20200;FUR-TA-10003527;940,914;3;77,02;23/05/2012
ES-2014-3454494;GH-14665;FUR-CH-10004792;459,513;3;77,01;24/06/2013
IN-2014-17426;DS-13030;FUR-BO-10004699;863,82;6;76,99;06/11/2013
CG-2013-1800;DD-3570;TEC-SHA-10000244;591,3;2;76,99;20/01/2014
ES-2013-1621921;CM-11830;FUR-BO-10002926;370,53;3;76,98;31/10/2014
ES-2012-2137901;JG-15160;TEC-CO-10003083;1490,7;5;76,98;12/07/2013
CA-2012-130848;DG-13300;FUR-CH-10000422;582,336;8;76,97;22/03/2013
RS-2013-8100;AA-315;TEC-SAM-10000779;836,64;6;76,97;05/12/2011
IT-2013-4180226;MS-17830;OFF-PA-10001735;245,55;5;76,96;11/03/2013
MX-2014-154305;PO-18850;FUR-BO-10003323;456,96;4;76,96;03/04/2012
ID-2012-43711;BE-11410;FUR-BO-10004911;467,1576;4;76,94;01/06/2013
MX-2011-102421;CC-12610;OFF-AP-10001041;1133,22;3;76,94;07/08/2014
ES-2014-2505511;MZ-17515;TEC-MA-10002712;671,25;5;76,89;04/09/2012
MX-2012-100027;JK-15730;FUR-BO-10004472;582;3;76,87;24/04/2014
SA-2014-6520;NM-8445;TEC-OKI-10000372;1250,04;4;76,85;10/09/2014
IN-2013-64452;KH-16330;FUR-BO-10000670;972,24;8;76,84;22/10/2013
CA-2014-110198;AG-10900;FUR-BO-10001798;314,352;3;76,84;25/03/2013
CA-2012-169397;JB-15925;TEC-MA-10001148;479,988;4;76,78;18/11/2014
CA-2011-104738;SP-20620;TEC-PH-10002468;217,584;2;76,76;23/11/2012
ES-2013-1608190;PS-19045;OFF-AP-10003259;1987,32;4;76,75;19/12/2014
ES-2013-4762189;SC-20230;FUR-CH-10003499;755,73;5;76,74;19/12/2012
IN-2011-51271;EH-13990;TEC-PH-10003348;415,44;3;76,71;30/11/2012
IN-2012-69590;SG-20080;FUR-BO-10004230;370,35;3;76,7;30/12/2014
ES-2014-4777800;RB-19330;OFF-AR-10003629;227,28;4;76,66;03/12/2012
US-2014-101651;SC-20695;FUR-BO-10001781;1311,552;9;76,65;26/08/2014
ES-2011-2836248;LS-17230;OFF-ST-10004489;714,42;4;76,64;21/04/2011
ES-2012-3704890;AA-10645;OFF-ST-10002900;355,482;2;76,63;27/08/2012
ID-2013-16306;CS-11950;TEC-PH-10001699;1912,32;4;76,63;23/04/2014
ES-2014-2958500;SN-20710;OFF-ST-10004377;1133,04;8;76,62;02/09/2011
EG-2011-4270;RD-9720;OFF-SME-10004553;793,68;4;76,6;29/09/2011
ES-2014-2544561;BT-11530;FUR-BO-10001324;705,348;4;76,57;18/07/2012
IN-2011-28654;TC-20980;TEC-CO-10002697;1131,03;3;76,57;08/03/2012
MX-2014-101749;EM-13825;TEC-PH-10002867;1744,64;4;76,55;08/04/2013
ES-2012-3144294;DE-13255;OFF-ST-10004489;893,025;5;76,55;30/06/2014
MX-2013-134453;RM-19375;OFF-ST-10004597;682,08;8;76,54;21/12/2011
ES-2014-3977309;DL-13315;OFF-ST-10001758;1269,72;6;76,54;12/09/2013
MX-2011-144827;GD-14590;FUR-CH-10001455;470,48;5;76,53;28/01/2014
IN-2013-72754;DG-13300;TEC-PH-10000214;987,12;8;76,53;13/11/2014
CA-2011-135657;SC-20725;FUR-TA-10004086;515,88;6;76,53;18/12/2013
LY-2012-3040;EB-3705;TEC-EPS-10001644;324,36;4;76,53;25/03/2013
LH-2014-4130;JC-5385;FUR-IKE-10000649;656,532;6;76,49;16/08/2012
SF-2014-4690;RS-9870;TEC-ENE-10003801;333,84;8;76,48;19/09/2014
IT-2013-3224690;GG-14650;OFF-AP-10003758;533,79;6;76,45;24/06/2013
IT-2014-1207126;GA-14515;OFF-ST-10000695;632,07;6;76,44;03/07/2014
IT-2014-3306532;AR-10345;OFF-AP-10003221;1785,888;4;76,38;23/08/2013
ES-2012-4101342;ES-14080;OFF-ST-10001547;572,67;3;76,37;18/09/2013
ES-2013-4827951;PF-19165;FUR-TA-10004634;657,4815;3;76,35;19/11/2012
ES-2014-5628331;AC-10660;TEC-PH-10000037;788,868;6;76,34;08/11/2013
IN-2013-42087;TB-21190;OFF-AP-10001305;899,55;3;76,34;30/09/2013
ES-2012-4991722;TP-21130;TEC-CO-10000556;1080,63;3;76,33;15/10/2012
CA-2011-450;EB-3840;OFF-HAM-10003663;1083,54;2;76,32;08/12/2011
IZ-2014-6680;JR-5670;FUR-SAF-10002495;392,31;1;76,32;25/10/2012
CA-2011-143371;MD-17350;OFF-ST-10001128;998,82;9;76,28;19/03/2012
CA-2014-6280;JD-5895;FUR-BUS-10002639;253,02;2;76,25;13/06/2011
MX-2013-146913;JG-15805;OFF-ST-10004381;928,2;7;76,24;31/12/2013
IN-2012-29522;CC-12475;OFF-BI-10000328;353,85;7;76,12;03/11/2011
TU-2013-8250;MS-7530;OFF-FEL-10001405;330,696;6;76,12;13/12/2013
SA-2012-8940;JD-6150;TEC-CIS-10003676;353,76;4;76,08;14/12/2013
MX-2014-134894;JD-15895;TEC-AC-10000203;307,62;3;76,07;24/10/2011
US-2011-166436;TZ-21445;OFF-AP-10000751;1383,36;5;76,05;02/02/2012
IN-2014-17384;Co-12640;FUR-CH-10003354;304,71;7;76,05;07/02/2012
RS-2012-3010;MC-7590;OFF-HOO-10002946;568,47;1;76,05;27/01/2012
MX-2013-134663;EM-13960;OFF-AR-10000804;254,52;14;76,04;22/12/2012
ES-2014-4478437;SH-20395;TEC-AC-10002348;687,6;6;76,02;24/04/2013
IN-2014-62247;CP-12340;TEC-MA-10002998;861,21;7;76;16/05/2012
MX-2014-101406;DA-13450;TEC-AC-10004626;342,08;2;76;26/03/2012
ID-2014-83086;HA-14905;TEC-AC-10002340;593,568;6;75,98;18/07/2013
MX-2013-127705;JK-15370;FUR-TA-10000478;831,456;3;75,97;18/11/2011
ES-2014-1920688;TB-21355;TEC-AC-10004849;773,55;3;75,95;17/06/2014
ES-2011-1657853;DP-13165;FUR-BO-10002182;713,124;4;75,91;25/06/2014
CA-2012-109575;KH-16630;TEC-PH-10000730;499,99;1;75,9;14/03/2014
MX-2014-164994;LS-16945;TEC-CO-10002434;636,5244;5;75,9;11/05/2011
CA-2012-154956;IM-15070;TEC-PH-10004165;1099,96;4;75,89;19/12/2012
ES-2011-5680692;SW-20245;OFF-ST-10003995;575,64;5;75,87;31/10/2013
ID-2012-22550;BD-11620;OFF-ST-10003931;763,917;7;75,86;25/02/2013
IT-2011-4913414;EH-13765;FUR-TA-10000184;1362,825;3;75,83;08/05/2013
IN-2012-79145;AB-10105;TEC-AC-10001995;445,554;2;75,83;19/11/2012
MX-2014-165260;BS-11755;OFF-AP-10002425;999,12;3;75,8;10/04/2013
IT-2012-1314917;LS-17200;FUR-TA-10001726;1200,888;2;75,79;10/02/2011
CA-2012-142237;CK-12595;FUR-FU-10004848;289,8;7;75,76;08/10/2014
IN-2013-11847;AS-10135;FUR-CH-10002944;357,12;4;75,74;16/11/2012
IT-2013-4180226;MS-17830;OFF-ST-10002902;156,168;3;75,72;12/06/2012
CA-2012-124450;GT-14710;TEC-MA-10004212;1379,92;8;75,71;22/09/2014
IN-2013-39112;HZ-14950;TEC-CO-10003570;956,124;3;75,67;15/12/2011
ES-2014-2233840;DR-12880;TEC-PH-10004732;916,41;11;75,64;07/06/2013
IN-2014-63213;SC-20020;FUR-FU-10002525;255,42;6;75,64;18/02/2013
ES-2014-4297152;HM-14980;OFF-ST-10002566;1280,286;7;75,59;22/03/2012
UP-2011-3170;RB-9435;TEC-CIS-10000351;309,36;2;75,59;28/06/2011
ES-2013-5782100;AH-10075;FUR-CH-10002647;657,15;5;75,55;02/04/2013
US-2012-122784;RA-19915;FUR-BO-10002545;913,43;5;75,55;25/07/2013
US-2014-136497;DB-13660;TEC-CO-10003541;488,6258;5;75,54;09/08/2013
ID-2012-61722;TC-21145;FUR-CH-10002224;597,915;6;75,53;14/06/2014
MX-2011-129553;JP-15520;FUR-CH-10000843;618,24;2;75,53;05/12/2011
MX-2013-115189;JH-15430;FUR-BO-10001498;824,22;3;75,52;27/03/2012
IN-2014-71382;TT-21070;FUR-BO-10001580;737,64;6;75,51;09/10/2014
ES-2014-5205657;LC-16960;FUR-BO-10004254;1235,25;3;75,5;14/08/2014
CA-2014-121419;TC-21475;TEC-AC-10000892;360;4;75,49;21/11/2012
RS-2014-3840;BH-1710;TEC-SHA-10003039;1009,44;6;75,48;05/03/2012
ES-2014-3309259;CS-11950;OFF-AP-10001926;747,405;3;75,44;12/10/2011
ES-2013-5131191;CK-12595;TEC-MA-10003557;796,1355;3;75,39;16/09/2011
RO-2013-8540;MH-7620;FUR-BEV-10000326;531,18;1;75,39;04/09/2012
MX-2014-159338;AB-10060;TEC-AC-10003334;217,28;4;75,38;31/12/2012
CA-2014-151799;BF-11170;FUR-TA-10003473;526,582;2;75,37;05/09/2013
ES-2013-3916740;MG-17875;FUR-TA-10004722;1545,0825;5;75,33;12/08/2013
TU-2014-930;PT-9090;TEC-MOT-10000554;515,184;2;75,33;16/12/2011
ES-2013-4735127;LO-17170;OFF-EN-10003737;332,01;7;75,3;25/03/2013
ES-2012-3884977;DG-13300;OFF-ST-10002900;710,964;4;75,3;21/07/2014
IN-2012-45909;TB-21190;TEC-CO-10003410;873;6;75,29;09/11/2013
CA-2014-4170;DC-2850;FUR-SAF-10002846;1758;4;75,28;07/05/2013
ES-2014-5925548;AA-10480;FUR-CH-10001802;1032;8;75,27;03/09/2012
IN-2013-59160;JH-15820;FUR-BO-10000203;696,762;2;75,27;02/04/2013
CA-2013-135265;CC-12370;FUR-CH-10003061;287,968;4;75,27;24/12/2012
MX-2012-165491;CC-12100;TEC-CO-10003784;598,68024;3;75,25;04/08/2014
MX-2014-103149;VF-21715;OFF-AP-10002794;1032,5;5;75,23;26/02/2013
ES-2014-3046961;SW-20350;OFF-ST-10002900;987,45;5;75,22;28/05/2013
IN-2011-44656;RD-19720;TEC-CO-10003992;520,56;4;75,19;20/01/2014
US-2014-130687;PF-19225;TEC-PH-10002033;455,712;2;75,19;25/03/2013
MX-2013-108231;LS-16975;FUR-CH-10003423;267,36;3;75,19;15/01/2014
ID-2014-66181;AF-10870;FUR-BO-10001668;772,605;5;75,16;15/11/2011
CA-2013-123946;AJ-10795;FUR-CH-10002073;1059,12;4;75,16;28/08/2014
IN-2014-48359;PF-19165;OFF-ST-10000752;327,312;4;75,15;23/12/2011
ES-2013-3851418;LD-16855;TEC-PH-10001014;969,36;7;75,14;14/08/2013
IT-2014-3434836;EH-14005;TEC-CO-10003608;1279,32;8;75,13;12/06/2012
TZ-2014-5290;AG-900;TEC-OKI-10004735;1106,19;10;75,09;14/11/2014
IN-2012-72530;MZ-17335;TEC-MA-10000345;525,042;7;75,08;21/12/2012
MX-2012-133375;TC-21535;OFF-ST-10004368;255,22;7;75,07;13/04/2012
ES-2014-3995946;FH-14275;TEC-CO-10000556;720,42;2;75,07;02/11/2011
IN-2011-69835;LC-16960;TEC-CO-10004535;1272,48;4;75,06;13/05/2014
IN-2011-29634;NM-18445;TEC-CO-10000953;1080,63;3;75,06;27/02/2013
CA-2013-140249;SW-20455;TEC-PH-10002584;1001,584;2;75,04;12/02/2014
US-2014-120194;TZ-21445;FUR-TA-10004937;928,256;2;75,01;16/04/2013
IN-2014-76044;CD-11980;OFF-ST-10001357;890,73;5;75;23/09/2014
MX-2013-164980;CC-12430;TEC-MA-10000124;1272,92;11;74,99;11/12/2014
IN-2013-18973;GT-14635;FUR-CH-10004810;331,8;2;74,98;05/03/2012
SA-2014-5840;DJ-3510;OFF-SME-10000746;198,9;1;74,97;08/09/2014
MX-2013-146395;PJ-18835;TEC-PH-10004328;352,44;3;74,96;06/08/2014
ES-2014-2214786;MH-18115;OFF-AR-10002454;327,24;6;74,96;08/12/2011
ID-2013-57585;DC-12850;FUR-BO-10001822;651,348;2;74,95;21/12/2012
IT-2014-2372877;AM-10360;TEC-CO-10004154;667,539;3;74,94;28/11/2014
ID-2014-83793;DB-13555;OFF-AP-10003354;370,152;2;74,93;25/07/2012
CA-2014-130764;JO-15145;FUR-BO-10003034;556,665;5;74,9;16/07/2013
ES-2014-1876230;JF-15565;TEC-PH-10001432;656,91;9;74,87;17/01/2014
ES-2014-2978156;DK-13090;OFF-ST-10004489;1428,84;8;74,86;18/08/2011
ES-2014-5272129;BB-10990;TEC-PH-10002076;672,48;4;74,85;13/04/2012
ES-2014-4111468;NB-18655;TEC-PH-10004223;754,758;6;74,85;17/08/2012
ES-2013-3711605;NM-18520;OFF-AR-10000785;259,2;5;74,84;23/08/2011
MX-2014-144302;SF-20065;TEC-MA-10001290;706,4;4;74,83;12/12/2014
ES-2013-2700361;MP-17965;OFF-ST-10002506;535,734;3;74,8;21/09/2013
CA-2011-103989;MC-17605;TEC-PH-10004667;323,976;3;74,8;12/06/2014
MX-2014-118472;AG-10495;FUR-TA-10003597;569,184;2;74,78;13/10/2014
MX-2012-111465;SA-20830;FUR-BO-10004113;932,992;4;74,78;23/11/2011
ES-2014-2296898;SJ-20215;TEC-MA-10003280;715,86;6;74,75;19/01/2012
